,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
2730,09-Jun-1988,1988.0,Unprovoked,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,M,37,Left leg bitten,N,16h00,Sand shark?
2731,05-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,12,Four lacerations to his ankle,N,12h00,
2732,01-Jun-1988,1988.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,Cuts to right foot and ankle,N,08h57,1.8 m to 2.4 m [6' to 8'] shark
2734,10-May-1988,1988.0,Unprovoked,USA,Florida,"Paradise Beach Park, Brevard County",Surfing,M,31,Left foot bitten,N,18h30,
2735,04-May-1988,1988.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing / treading water,M,29,Left leg & right foot bitten,N,11h45,
2737,24-Apr-1988,1988.0,Unprovoked,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,,No Injury,N,,White shark
2738,15-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,M,24,Lacerations to left foot,N,18h45,
2739,15-Apr-1988,1988.0,Invalid,USA,Hawaii,"Waihe'e, Maui",Onboard 21' powerboat that capsized in rough seas,M,,"Human remains, believed to be those of Mr. Goo, washed ashore along the Waihee shore several days later",Unknown,,Shark involvement prior to death was not confirmed
2740,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,14,Right hand bitten,N,,
2741,14-Apr-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,M,,"6"" laceration to left foot",N,,
2743,31-Mar-1988,1988.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing ,F,30,Foot bitten,N,,
2744,25-Mar-1988,1988.0,Unprovoked,USA,Hawaii,"Running Waters Beach, Ninini Point, Kaua'i",Body surfing,M,,Ankle bitten,N,,
2754,14-Jan-1988,1988.0,Provoked,USA,Louisiana,,Fishing,M,,Hand bitten by captured shark PROVOKED INCIDENT,N,,Mako shark
2759,17-Dec-1987,1987.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,Left calf bitten,N,13h00,1.8 m [6'] blacktip shark
2761,21-Nov-1987,1987.0,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,M,15,Leg lacerated,N,,
2763,26-Oct-1987,1987.0,Unprovoked,USA,California,"Davenport Light, San Mateo County",Surfing,M,20,Buttock & leg bitten,N,17h00,2 m [6.75'] shark
2769,20-Aug-1987,1987.0,Unprovoked,USA,Florida,"Satellite  Beach, Brevard County",Wading,M,12,Lower left leg lacerated,N,11h30,1.2 m to 1.5 m [4' to 5'] shark
2770,15-Aug-1987,1987.0,Unprovoked,USA,California,"Tunitas Beach, San Mateo County",Surfing (sitting on his board),M,40,Fingers & surfboard injured,N,07h30,5.7 m white shark
2771,21-Jul-1987,1987.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,27,Right foot & ankle lacerated,N,09h15,3' to 4' shark
2772,12-Jul-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Body surfing,F,32,Left foot bitten,N,18h30,4' shark
2773,12-Jul-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Wading,F,16,Puncture wounds to right foot,N,14h30,4' shark
2774,11-Jul-1987,1987.0,Boat,USA,South Carolina,Winyah Bay,Dropping anchor,,,No injury to occupants. Shark grabbed anchor ,N,,12' shark
2777,13-Jun-1987,1987.0,Provoked,USA,Florida,"Nest Key, Monroe County",Fishing,M,,Left hand bitten by shark he was dragging ashore by its head PROVOKED INCIDENT,N,Afternoon,1.5 m [5'] blacktip shark
2778,25-May-1987,1987.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,M,12,"6"" cut to thigh",N,,1.5 m to 1.8 m [5' to 6'] shark
2779,08-May-1987,1987.0,Unprovoked,USA,Florida,"St Augustine, St. Johns County",Surfing,M,,Hand lacerated  ,N,,
2782,18-Apr-1987,1987.0,Unprovoked,USA,Texas,"Mustang Island, near Port Aransas",Swimming,F,16,Right arm severed above elbow,N,18h00,
2783,15-Apr-1987,1987.0,Unprovoked,USA,Hawaii,"Kailua-Kona, Hawai'i",Swimming from shore to anchored sailboat,M,,"Presumed FATAL Disappeared, his shark-bitten swim trunks were found on the seafloor",Y,,
2787,28-Feb-1987,1987.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Windsurfing,M,,"Lacerations to toe, heel & ankle of right foot",N,,Spinner shark
2795,11-Dec-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,40,Forearm bitten,N,14h00,1.8 m to 2.1 m [6' to 7'] spinner or blacktip shark
2797,06-Dec-1986,1986.0,Unprovoked,USA,California,"Monastery Beach, Carmel River State Park, Monterey Peninsula, Monterey California",Free diving  & spearfishing (submerged),M,27,"Punctured lung, lacerations to shoulder, face, jaw, neck & forearm",N,10h00,5 m to 6 m [16.5' to 20'] white shark
2800,30-Nov-1986,1986.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,17,5' gash in leg,N,10h30,
2801,19-Nov-1986,1986.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,26,Laceration to dorsum of left foot,N,10h40,
2802,04-Nov-1986,1986.0,Unprovoked,USA,Florida,"Tiger Shores Beach, Martin County",Surfing,M,23,Ankle bitten,N,,
2804,03-Oct-1986,1986.0,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Swimming,F,6,Hip & thigh bitten,N,18h00,"Lemon shark, 1.8 m to 2.4 m [6' to 8'], tooth fragment recovered"
2807,Oct-1986,1986.0,Unprovoked,USA,Florida,"Floridana Beach, Brevard County",Surfing,M,28,Laceration to right arm,N,,Bull shark
2808,Reported 22-Sep-1986 ,1986.0,Invalid,USA,Florida,"Pinellas Point, Tampa Bay",,,,Human hand recovered from 1.5 m [5'] blacktip shark's stomach,Unknown,,Shark involvement prior to death was not confirmed
2809,Sep-1986,1986.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",Surfing,,,Survived,N,,
2810,Sep-1986,1986.0,Unprovoked,USA,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,,18,Hand bitten,N,,
2811,19-Aug-1986,1986.0,Unprovoked,USA,North Carolina,"Masonboro Inlet, New Hanover County",Surfing,,16,Hand bitten,N,,
2816,09-Jul-1986,1986.0,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",,M,8,Back of left thigh bitten,N,,1.5 m [5'] shark
2820,20-Apr-1986,1986.0,Unprovoked,USA,Hawaii,"Kaliiwi, Kauai","Fishing, fell from rocks & disappeared",M,,Pieces of clothing & human flesh recovered by Fire Department divers who encountered a large shark,Y,,
2830,12-Jan-1986,1986.0,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,22,Puncture wounds to both feet,N,08h35,Blacktip shark
2831,1986,1986.0,Unprovoked,USA,California,"Linda Mar Beach, Pedro Point, San Mateo County",Surfing,M,16,"No injury, foot bumped",N,13h00,1.5 m [5'] shark
2833,10-Dec-1985,1985.0,Unprovoked,USA,North Carolina,New Hanover County,,M,,Survived,N,,Sandtiger shark
2835,05-Nov-1985,1985.0,Boat,USA,California,"Southeast Farallon Island, Farallon Islands",Boat,,,2 semi-circular bites on aft starboard tube of boat,N,,5.2 to 5.8 m white shark
2836,03-Nov-1985,1985.0,Provoked,USA,California,5 miles south of Redondo Beach,Fishing,M,24,Forearm bitten by hooked shark PROVOKED INCIDENT,N,,
2838,22-Oct-1985,1985.0,Unprovoked,USA,California,"Point Conception, Santa Barbara County",Hookah diving for abalone,M,46,Minor injury to foot & ankle,N,16h00,2 m to 2.5 m [6.75'  to 8.25'] sixgill or sevengill shark
2839,18-Oct-1985,1985.0,Unprovoked,USA,Hawaii,"Little Glass Shacks, Princeville, Kaua'i",Body boarding,M,33,"Right hand and part of forearm severed , left hand lacerated, right anterior side of board removed by shark",N,,"Thought to involve a Tiger shark,  3.7 m [12'] "
2840,12-Oct-1985,1985.0,Unprovoked,USA,Hawaii,"Barbers Point, O'ahu",Floating on inner tube after diving for lobster,M,24,Left arm lacerated,N,,1.8 m to 2.4 m [6' to 8'] shark
2841,  05-Oct-1985,1985.0,Provoked,USA,Alabama,"Gulf Shores, Baldwin County",Fishing,M,,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,,"6', 100-lb shark"
2842,28-Sep-1985,1985.0,Unprovoked,USA,California,"Elephant Rock near Tomales Point, Marin County",Free diving & spearfishing (descending),M,,"Hip bumped by shark, no Injury",N,,4 m to 5 m [13' to 16.5'] white shark
2844,08-Sep-1985,1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Scuba diving,M,,Laceration and 4 puncture wounds to left hand,N,15h00,1.8 m silky shark
2845,05-Sep-1985,1985.0,Invalid,USA,Florida,"Fort Pierce Inlet, St Lucie County",Swimming,M,17,Found to be a hoax,Unknown,Afternoon,Invalid
2846,22-Aug-1985,1985.0,Unprovoked,USA,South Carolina,"Palmetto Dunes, Hilton Head, Beaufort County",Wading,M,87,Right calf bitten & less serious injury to left foot,N,,
2847,20-Aug-1985,1985.0,Invalid,USA,Florida,"New Smyrna Beach, Volusia County",Wading,M,11,"3"" wound on thigh",Unknown,13h00,Shark involvement not confirmed
2848,17-Aug-1985,1985.0,Invalid,USA,Florida,"Bayport, Hernando County",Scuba diving,M,67,Body not recovered. 3 days later some of his equipment was found on seabed appeared damaged by a shark ,Unknown,10h30,Shark involvement prior to death not confirmed
2849,25-Jul-1985,1985.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,F,13,Right calf bitten,N,17h00,Possibly a small hammerhead shark
2850,25-Jul-1985,1985.0,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,15,Hand bitten,N,10h22,
2851,21-Jul-1985,1985.0,Boat,USA,California,"Off Shelter Cover (between Fort Bragg & Eureka), Humboldt County",Bottom fishing for lingcod & had hooked a fish,,,"No injury to occupant, shark rammed boat catapulting it out of the water",N,,5 m to 6 m [16.5' to 20'] white shark
2852,19-Jul-1985,1985.0,Unprovoked,USA,South Carolina,"Folly Beach, Charleston County",Playing in knee-deep water,F,10,2/3rd of left calf removed,N,,"Tiger shark, 2.4 m to 2.7 m [8' to 9'] "
2854,26-May-1985,1985.0,Unprovoked,USA,California,"Long Beach, Los Angeles County","Surfing, but lying prone on his board",M,,Leg injured,N,,Shark involvement not confirmed
2856,16-Mar-1985,1985.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,25,Hand bitten,N,,
2858,18-Feb-1985,1985.0,Unprovoked,USA,California,"San Miguel Island, Santa Barbara County",Scuba Diving for lobster (at surface),M,29,Bruised,N,12h45,6 m [20'] white shark
2859,03-Feb-1985,1985.0,Unprovoked,USA,Florida,"15 miles north of Sebastian Inlet, Brevard County",Surfing,M,16,Right foot bitten,N,Afternoon,
2871,11-Nov-1984,1984.0,Unprovoked,USA,Florida,"Jupiter Island Beach, Martin County",Surfing,M,13,Left foot bitten,N,,1.2 m [4'] shark
2872,04-Nov-1984,1984.0,Provoked,USA,Florida,"Fowey Rock, Key Biscayne",Spearfishing,M,29,"Speared shark bit diver's right knee, and lacerated right thigh & buttocks PROVOKED INCIDENT",N,,"""a small shark"""
2873,21-Oct-1984,1984.0,Invalid,USA,Florida,"Wabasso Beach, Indian River County",Swimming,M,22,"Disappeared, 1 mile from where Sandra Fletcher was bitten. Death was due to drowning",Unknown,14h00,Shark involvement prior to death was not confirmed
2874,21-Oct-1984,1984.0,Unprovoked,USA,Florida,"3 miles south of Sebastian Inlet State Park, Indian River County",Surfing or body surfing,F,23,"9"" laceration to right forearm ",N,13h30,1.5 m [5'] shark
2875,17-Oct-1984,1984.0,Invalid,USA,Florida,"Boynton Beach, Palm Beach County",Wading,F,77,"10"" laceration on leg",Unknown,12h05,Shark involvement not confirmed; officials considered barracua
2876,14-Oct-1984,1984.0,Unprovoked,USA,Florida,"Bob Graham Beach, Martin County",Surfing,M,15,Left calf bitten,N,15h00,1.2 m [4'] blacktip shark
2877,30-Sep-1984,1984.0,Unprovoked,USA,Oregon,"""Turnaround"", Cape Kiwanda, Tillamook County",Surfing (sitting on his board),M,25,"Abrasion on right foot, board bitten",N,15h30,3 m to 5 m [10' to 16.5'] white shark
2878,30-Sep-1984,1984.0,Unprovoked,USA,California,"Tomales Point, Marin County","Free diving , but surfacing",M,,Legs & buttocks bitten,N,10h00,3 m to 4 m [10' to 13']  white shark
2879,23-Sep-1984,1984.0,Unprovoked,USA,Florida,Volusia County,Surfing,M,17,Right foot bitten,N,14h00,
2880,22-Sep-1984,1984.0,Unprovoked,USA,Florida,,Swimming,M,Elderly,Left foot lacerated,N,,
2881,22-Sep-1984,1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,16,Foot bitten,N,Morning,Hammerhead shark?+O2356
2882,19-Sep-1984,1984.0,Unprovoked,USA,Florida,Volusia County,Swimming,,,No details,UNKNOWN,,
2883,17-Sep-1984,1984.0,Unprovoked,USA,California,"Mission Beach, San Diego County",Wading,M,,Arm bitten,N,15h30,small blue shark
2884,15-Sep-1984,1984.0,Unprovoked,USA,California,"Pigeon Point, San Mateo County",Skindiving,M,28,FATAL,Y,08h30,4.5 m to 5 m white shark
2886,24-Aug-1984,1984.0,Invalid,USA,Florida,"Off Crystal River, Citrus County",Boat capsized?,F,31,Death was due to drowning; body scavenged by a tiger shark,Unknown,,Invalid
2888,24-Jul-1984,1984.0,Unprovoked,USA,Texas,South Padre Island,Swimming,F,13,Lacerations on right foot,N,14h30,
2889,24-Jul-1984,1984.0,Unprovoked,USA,Texas,South Padre Island,Swimming,F,18,Legs severely lacerated,N,12h00,1.2 m [4'] shark
2891,01-Jul-1984,1984.0,Unprovoked,USA,Florida,,"During a shark fishing tournament, the 18' Boatem was capsized by waves, throwing 3 men into the water ",M,30,Leg abraded,N,18h00,
2894,03-Jun-1984,1984.0,Unprovoked,USA,Hawaii,"Kane'ohe Bay, O'ahu",Towing her sister on plastic ski board,F,13,Foot bitten,N,17h00,1.2 m to 1.5 m [4' to 5'] hammerhead shark
2907,1984,1984.0,Provoked,USA,California,San Francisco,Steinhart Aquarium,M,,Head mouthed by captive shark PROVOKED INCIDENT,N,,Sevengill shark
2908,1984,1984.0,Unprovoked,USA,Florida,"Indiatlantic, Brevard County",Surfing,M,,Right foot bitten,N,,
2910,25-Dec-1983,1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Surfing,M,17,Left foot & thigh bitten,N,15h30,
2916,Reported      10-Nov-1983,1983.0,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,15,Laceration to left foot,N,,Tiger shark
2918,17-Oct-1983,1983.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,16,Puncture marks in leg & surfboard dinged,N,,1.5 m [5'] shark
2919,13-Oct-1983,1983.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Wading,M,20,Lacerations to left ankle,N,,4.5' shark
2920,04-Sep-1983,1983.0,Unprovoked,USA,Florida,"Off Lake Worth, Palm Beach County",Standing,M,15,Abrasions to leg,N,,
2921,20-Aug-1983,1983.0,Unprovoked,USA,Oregon,"Cape Kiwanda,Tillamook County",Surfing,M,,"No injury, board bitten",N,10h00,White shark
2923,15-Aug-1983,1983.0,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,14,Foot bitten,N,Morning,Sand shark
2924,13-Aug-1983,1983.0,Provoked,USA,Florida,"Riviera Beach, Palm Beach County",Skindiving,M,14,Hand abraded when he grabbed shark's tail PROVOKED INCIDENT,N,,Nurse shark
2925,13-Aug-1983,1983.0,Unprovoked,USA,Florida,"6 miles south of Boca Chica Key, Monroe County ",Diving,F,22,Right leg severely bitten,N,Morning,6' to 8' bull shark
2926,06-Aug-1983,1983.0,Boat,USA,Rhode Island,,Fishing,,,No injury to occupants,N,,
2931,12-Jul-1983,1983.0,Unprovoked,USA,Florida,"Caloosahatchee River, Lee County",Windsurfing,F,39,Left ankle nipped (3 punctures wounds),N,Afternoon,3.5' hammerhead shark
2933,05-Jul-1983,1983.0,Unprovoked,USA,Florida,"Riviera Beach, Palm Beach County",Floating on air mattress,M,17,"No injury, shark bit air mattress, deflating it",N,,
2934,29-Jun-1983,1983.0,Unprovoked,USA,Florida,"Off 12th Street, Miami Beach",Swimming,M,42,Left foot bitten,N,11h00,
2936,20-Jun-1983,1983.0,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing & dangling foot in water amid baitfish,M,21,Left foot lacerated,N,16h30,
2940,31-May-1983,1983.0,Unprovoked,USA,Florida,"Intracoastal Waterway, Boca Raton, Palm Beach County",Water-skiing,M,21,"Left calf, knee & hands lacerated",N,Dusk,6' shark
2941,24-May 1983,1983.0,Unprovoked,USA,Florida," Riviera Beach, Palm Beach County",Surfing,M,15,"Knocked off board by shark, no injury",N,,
2942,21-May-1983,1983.0,Unprovoked,USA,Florida,"Haulover Inlet, Dade County",Surfing,M,22,Right foot bitten,N,14h00,
2943,19-Apr-1983,1983.0,Unprovoked,USA,Florida,,Surfing,M,,No details,UNKNOWN,,
2945,02-Apr-1983,1983.0,Unprovoked,USA,Florida,"Lake Worth Beach, Palm Beach County",Surfing,M,16,Left foot bitten,N,11h00,
2949,10-Mar-1983,1983.0,Unprovoked,USA,Florida,"Juno Beach, Palm Beach County",Surfing,M,,"Shark nudged board, no injury",N,,
2952,24-Jan-1983,1983.0,Provoked,USA,South Carolina,60 miles southeast of Beaufort,Fishing,M,43,Leg bitten by captive shark PROVOKED INCIDENT,N,,
2958,1983,1983.0,Provoked,USA,North & South Carolina,,Fishing,M,,Bitten on their feet by landed sharks / lacerations only PROVOKED INCIDENTS,N,,Blue sharks
2959,Nov-1982,1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",In waist-deep water,M,,Arm bitten,N,,
2960,13-Oct-1982,1982.0,Unprovoked,USA,Florida,North Dade- Interama area of Biscayne Bay,Windsurfing,M,26,Left foot lacerated,N,11h00,1.5 m [5'] shark
2963,27-Sep-1982,1982.0,Unprovoked,USA,Florida,"Patrick Air Force Base, Brevard County",Surfing,M,20,Laceration to lower left leg,N,13h30,1.5 m [5'] shark
2964,25-Sep-1982,1982.0,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Diving,M,36,Lacerations to hand,N,Morning,White shark
2965,19-Sep-1982,1982.0,Unprovoked,USA,California,"Bear Harbor, Mendocino County",Free diving for abalone from Zodiac (submerged),M,28,Upper left thigh & buttocks bitten,N,14h30,5 m to 6 m [16.5' to 20'] white shark
2966,04-Sep-1982,1982.0,Invalid,USA,Florida,"Hollywood Beach, Broward County",,M,mid-20s,"Remains recovered from 2.7 m tiger shark, but shark involvement prior to death unknown",Unknown,,Shark involvement prior to death was not confirmed
2968,29-Aug-1982,1982.0,Invalid,USA,California,"Morro Rock, Morro Bay, San Obispo County",Surfing,M,17,"No Injury, board bitten",Unknown,10h20,Questionable incident; reported as shark attack but thought to involve a pinniped instead 
2973,24-Jul-1982,1982.0,Unprovoked,USA,California,"Point Buchon, San Luis Obispo County",Paddle Boarding,M,26,"No Injury, board bitten",N,11h00,4.5 m to 5.5 m [14.7' to 18'] white shark
2974,19-Jul-1982,1982.0,Unprovoked,USA,Florida,"Stuart Beach, Martin County ",Swimming,M,17,Left ankle bitten,N,Late afternoon,0.9 m to 1.2 m [3' to 4'] shark
2975, 11-Jul-1982,1982.0,Invalid,USA,California,"Malibu, Los Angeles County",Swimming,M,43,Laceration to left thigh,Unknown,,"Reported as a shark attack, the story was a hoax"
2976,01-Jul-1982,1982.0,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,F,19,Laceration to left leg,N,14h30,
2979,26-Jun-1982,1982.0,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,20,Left arm bitten,N,16h30,5' shark
2981,  25-Jun-1982,1982.0,Unprovoked,USA,Florida,"Ormond Beach / Daytona Beach, Volusia County",,F,8,Foot bitten,N,11h00,
2982,13-Jun-1982,1982.0,Unprovoked,USA,Hawaii,"Ho'okipa Beach, Pa'ia, Maui","Sailboarding, fell into water 100 yards outside the breakwater",M,,Thigh bitten 3 times,N,,"1.2 m to 1.5 m [4' to 5'] ""reef shark"""
2983,May 1982,1982.0,Invalid,USA,South Carolina,"Daws Island, Broad River (near Beaufort)",,F,Ca. 33,Human remains recovered from tiger shark,Unknown,,Shark involvement prior to death was not confirmed
2984,10-Mar-1982,1982.0,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,Elbow bitten,N,14h00,
2988,27-Feb-1982,1982.0,Unprovoked,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,M,18,Lacerations to left hand and forearm,N,,4' to 5' shark
2990,14-Feb-1982,1982.0,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Wading,F,,Left leg bitten,N,,
2991,14-Feb-1982,1982.0,Unprovoked,USA,Hawaii,"White Plains Beach, Barbers Point, O'ahu",Swimming,F,,Right foot bitten,N,,
